Unnamed: 0,Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Payment Term,Due Date,Unnamed: 14,Unnamed: 15,Invoice Amount,Unnamed: 17,Salesperson Name,Sales credit percentage,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,Type,Date,Num,P. O. #,Name,Name Address,Name Street1,Name Street2,Name City,Name State,Name Zip,Terms,Due Date,Class,Aging,Open Balance,S. O. #,,,,,Source Account #,Source Description,,,,Oracle BU,Oracle Branch,Oracle LOB,Oracle Dept,Oracle Account,Oracle IC Partner,Oracle Addback,Oracle Prod Line,Oracle Future,,Oracle GL String
,Invoice,2026-02-11 00:00:00,244813,2872458,Bargreen Ellingson:Bar-Rigo's Vancouver,"6626 Tacoma Mall Blvd Ste B Tacoma, WA 98409 USA",6626 Tacoma Mall Blvd Ste B,,Tacoma,WA,98409,Net 30,2026-03-13 00:00:00,Seattle,17,356.43,244813,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,243447-1,BF928540,"Evergreen Refrigeration, LLC:EVE-Kiddie Academy Bridgeport","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-13 00:00:00,Seattle,17,40000,243447,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,245348,Cloud Fans,Silver Cloud Lake Union,"1150 Fairview Ave N Seattle, WA 98109 USA",1150 Fairview Ave N,,Seattle,WA,98109,Net 30,2026-03-13 00:00:00,Seattle,17,331.65,245348,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,245028,1164,Phoenix Mechanical Inc:PHO-Pacific Middle School Replacement P,"11119 Valley Ave E Puyallup, WA 98372 USA",11119 Valley Ave E,,Puyallup,WA,98372,Net 30,2026-03-13 00:00:00,Seattle,17,400,245028,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244983,26035048,McKinstry Company:MCK-Artise TI,"PO Box 24406 Seattle, WA 98124 USA",PO Box 24406,,Seattle,WA,98124,Net 30,2026-03-13 00:00:00,Seattle,17,1693.33,244983,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244813-1,2872458,Bargreen Ellingson:Bar-Rigo's Vancouver,"6626 Tacoma Mall Blvd Ste B Tacoma, WA 98409 USA",6626 Tacoma Mall Blvd Ste B,,Tacoma,WA,98409,Net 30,2026-03-13 00:00:00,Seattle,17,178.21,244813,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244578,26020017,McKinstry Company:MCK-600 Bellevue,PO Box 24406 Project 120170 Bellevue 600 PH 1,PO Box 24406,Project 120170,Seattle,,98124,Net 30,2026-03-13 00:00:00,Seattle,17,4550,244578,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244600,1S4198.010004,Auburn Mechanical Inc:AUB-ASUW Shell House Renovation,"PO Box 249 Auburn, WA 98071-0249 USA",PO Box 249,,Auburn,WA,98071-0249,Net 30,2026-03-13 00:00:00,Seattle,17,2985,244600,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244852-2,BF928563,"Evergreen Refrigeration, LLC:EVE-Northsound Logistics","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-13 00:00:00,Seattle,17,1070,244852,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244983-1,26035048,McKinstry Company:MCK-Artise TI,"PO Box 24406 Seattle, WA 98124 USA",PO Box 24406,,Seattle,WA,98124,Net 30,2026-03-13 00:00:00,Seattle,17,171.67,244983,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,239290-5,2025-21-01,DB Solutions:DB -Cedar Hills Regional Onsite Relocat,"2100 196th St SW #122 Lynnwood, WA 98036 USA",2100 196th St SW #122,,Lynnwood,WA,98036,Net 30,2026-03-13 00:00:00,Seattle,17,580,239290,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244982,53865-9868,United Systems Mechanical Inc:USM-Trace Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",1400 Airport Way South,Suite 202,Seattle,WA,98134,Net 30,2026-03-13 00:00:00,Seattle,17,1170,244982,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-11 00:00:00,244920-1,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-13 00:00:00,Seattle,17,600,244920,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Credit Memo,2026-02-11 00:00:00,243935,23517-214053,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",2521 Stevens Drive,,Richland,WA,99354,Net 30,2026-03-13 00:00:00,Seattle,17,-126.19,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245228,54347-9897,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",1400 Airport Way South,Suite 202,Seattle,WA,98134,Net 30,2026-03-14 00:00:00,Seattle,16,1091,245228,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245235,jm928973,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-14 00:00:00,Seattle,16,5.94,245235,,,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245126-1,225-0704,"Emerald Aire, Inc.:Emerald Aire - Special Projects","5108 D St NW Auburn, WA 98001 USA",5108 D St NW,,Auburn,WA,98001,Net 30,2026-03-14 00:00:00,Seattle,16,460,245126,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245232,po038666,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-14 00:00:00,Seattle,16,24.17,245232,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245254-1,PO038678,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-14 00:00:00,Seattle,16,426,245254,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245254,PO038678,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-14 00:00:00,Seattle,16,74.28,245254,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245231,54244-9868,United Systems Mechanical Inc:USM-Trace Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",1400 Airport Way South,Suite 202,Seattle,WA,98134,Net 30,2026-03-14 00:00:00,Seattle,16,181.39,245231,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245324,sp929028,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-14 00:00:00,Seattle,16,227.14,245324,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245332,sp929030,"Evergreen Refrigeration, LLC:EVE-Cam Clark Evergreen Ford","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-14 00:00:00,Seattle,16,103.34,245332,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245292,10720,"Pacific Air Control, Inc:PAC-Special Projects","1916 220th St SE, Suite M101 Bothell, WA 98021 USA","1916 220th St SE, Suite M101",,Bothell,WA,98021,Net 30,2026-03-14 00:00:00,Seattle,16,333.84,245292,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245291,Death & CO,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",PO Box 3205,,Kirkland,WA,98033,Net 30,2026-03-14 00:00:00,Seattle,16,159.66,245291,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245433,2-6570-26005C,North Cascades Heating & A/C:NOR-Mansfield SD Modernization Project,"PO Box 348 Entiat, WA 98822 USA",PO Box 348,,Entiat,WA,98822,Net 30,2026-03-14 00:00:00,Seattle,16,712,245433,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,243789-1,Polaris,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",22129 NE 114th,,Redmond,WA,98053,Net 30,2026-03-14 00:00:00,Seattle,16,586.2,243789,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244669-2,Planet Fitness Sammamish,AMS:AMS-Planet Fitness Sammamish,"22129 NE 114th Redmond, WA 98053 USA",22129 NE 114th,,Redmond,WA,98053,Net 30,2026-03-14 00:00:00,Seattle,16,150,244669,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244669-3,Planet Fitness Sammamish,AMS:AMS-Planet Fitness Sammamish,"22129 NE 114th Redmond, WA 98053 USA",22129 NE 114th,,Redmond,WA,98053,Net 30,2026-03-14 00:00:00,Seattle,16,1100,244669,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244393,KOZ Wetmore,Steele Mechanical:STM-KOZ Wetmore Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",3615 W Mukilteo Blvd,,Everett,WA,98203,Net 30,2026-03-14 00:00:00,Seattle,16,138000,244393,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,237352-1,19615,Feller Heating & Air Cond.:Fel-Snohomish Readiness Center Add,"501 Virginia Street Bellingham, WA 98225 USA",501 Virginia Street,,Bellingham,WA,98225,Net 30,2026-03-14 00:00:00,Seattle,16,14641.67,237352,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Credit Memo,2026-02-12 00:00:00,245397,Microsoft EAT12 Data Cent,Holmberg Company:HOM-Microsoft EAT12 Data Center,"12001 SE 9th Pl, Suite 300 Bellevue, WA 98005 USA","12001 SE 9th Pl, Suite 300",,Bellevue,WA,98005,Net 30,2026-03-14 00:00:00,Seattle,16,-15505.89,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244736,3603-2524-630,Delta Technology Corporation:DEL-Kent SD Admin Bldg A Upgrade,"1223 Valentine Ave SE Pacific, WA 98047 USA",1223 Valentine Ave SE,,Pacific,WA,98047,Net 30,2026-03-14 00:00:00,Seattle,16,13875,244736,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245186,1S4285.000197,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",PO Box 249,,Auburn,WA,98071-0249,Net 30,2026-03-14 00:00:00,Seattle,16,440,245186,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245020,PO038405-1,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-14 00:00:00,Seattle,16,1866,245020,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245456,63948,DK Systems:DK -Special Projects,"PO Box 886 Burlington, WA 98233 USA",PO Box 886,,Burlington,WA,98233,Net 30,2026-03-14 00:00:00,Seattle,16,407,245456,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244357-3,R260057,Atlas Mechanical Inc.:ATL-Alexan Shoreline East,"428 North Pekin Road Woodland, WA 98674 USA",428 North Pekin Road,,Woodland,WA,98674,Net 30,2026-03-14 00:00:00,Seattle,16,200,244357,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244920-2,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-14 00:00:00,Seattle,16,21035,244920,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244357-2,R260057,Atlas Mechanical Inc.:ATL-Alexan Shoreline East,"428 North Pekin Road Woodland, WA 98674 USA",428 North Pekin Road,,Woodland,WA,98674,Net 30,2026-03-14 00:00:00,Seattle,16,245,244357,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244824,235212,Acco Engineered Systems (401856):ACC-Redmond East Building 3 SEA135,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",888 E. Walnut St (401856),,Pasadena,CA,91101,Net 30,2026-03-14 00:00:00,Seattle,16,30235,244824,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,245374,1448199-00,RSD Refrigeration Supplies Distributor:RSD-Special Projects,"26021 Atlantic Ocean Dr Lake Forest, CA 92630 USA",26021 Atlantic Ocean Dr,,Lake Forest,CA,92630,Net 30,2026-03-14 00:00:00,Seattle,16,750,245374,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-12 00:00:00,244713,3016,Trimble Mechanical:TBM-Lake Wilderness Community Clubhouse,"PO Box 2327 Buckley, WA 98321 USA",PO Box 2327,,Buckley,WA,98321,Net 30,2026-03-14 00:00:00,Seattle,16,2100,244713,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Credit Memo,2026-02-12 00:00:00,237254,921451,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-14 00:00:00,Seattle,16,-420.95,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245488,2250102,"Emerald Aire, Inc.:EME-68th & Roosevelt","5108 D Street NW Auburn, WA 98001 USA",5108 D Street NW,,Auburn,WA,98001,Net 30,2026-03-15 00:00:00,Seattle,15,82.81,245488,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245423-1,15393,Blythe Mechanical Inc:BLY-Special Projects,"3000 W Illinois St Bellingham, WA 98225 USA",3000 W Illinois St,,Bellingham,WA,98225,Net 30,2026-03-15 00:00:00,Seattle,15,264,245423,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244605,9500-1035-237000-1,Holmberg Company:HOM-Overlook Walk Seattle Waterfront,"12001 SE 9th Pl, Suite 300 Bellevue, WA 98005 USA","12001 SE 9th Pl, Suite 300",,Bellevue,WA,98005,Net 30,2026-03-15 00:00:00,Seattle,15,110,244605,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245233,1A4104.010647,Auburn Mechanical Inc:AUB-UW Haggett Hall,"PO Box 249 Auburn, WA 98071-0249 USA",PO Box 249,,Auburn,WA,98071-0249,Net 30,2026-03-15 00:00:00,Seattle,15,6058.02,245233,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245119,Victory Northgate,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",22129 NE 114th ST,,Bellevue,WA,98053,Net 30,2026-03-15 00:00:00,Seattle,15,5500,245119,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245423,15393,Blythe Mechanical Inc:BLY-Special Projects,"3000 W Illinois St Bellingham, WA 98225 USA",3000 W Illinois St,,Bellingham,WA,98225,Net 30,2026-03-15 00:00:00,Seattle,15,264.8,245423,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Credit Memo,2026-02-13 00:00:00,245516,Georgetown Music,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",PO Box 3205,,Kirkland,WA,98033,Net 30,2026-03-15 00:00:00,Seattle,15,-263.89,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244945,63726,DK Systems:DK-Pacific Storage Bldgs 1 & 8,"PO Box 886 Burlington, WA 98233 USA",PO Box 886,,Burlington,WA,98233,Net 30,2026-03-15 00:00:00,Seattle,15,4105,244945,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244583,689495,"MacDonald-Miller Facility Solutions, Inc.:MAC-Swedish Medical Center North Tower","PO Box 47983 Seattle, WA 98146 USA",PO Box 47983,,Seattle,WA,98146,Net 30,2026-03-15 00:00:00,Seattle,15,2355,244583,,,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245434,30520,Hoover Commercial Refrigeration Inc,"3302 Cedardale Rd, Ste 300 Mount Vernon, WA 98274 USA","3302 Cedardale Rd, Ste 300",,Mount Vernon,WA,98274,Net 30,2026-03-15 00:00:00,Seattle,15,854.99,245434,,,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244544,1057809-09741,University Mechanical Contractors Inc:UMC-Lynden WWTP Expansion Stage 2,"Attn:  Accts Payable 19020 33rd AVE W STE 400 Lynnwood, WA 98036",Attn:  Accts Payable,19020 33rd AVE W STE 400,Lynnwood,WA,98036,Net 30,2026-03-15 00:00:00,Seattle,15,3600,244544,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244810,Roche fruit,"T & M Of WA, Inc.:T&M-Roche Fruit","PO Box 3120 2711 S Fifth Ave Union Gap, WA 98903",PO Box 3120,2711 S Fifth Ave,Union Gap,WA,98903,Net 30,2026-03-15 00:00:00,Seattle,15,8850,244810,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,243620,4431-237000-2,Holmberg Company:HOM-PCC - 2925 E Madison St,"12001 Southeast 9th Place, Suite 300 Bellevue, WA 98005 USA","12001 Southeast 9th Place, Suite 300",,Bellevue,WA,98005,Net 30,2026-03-15 00:00:00,Seattle,15,42055,243620,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245114-1,KPO00029949,Harris Pacific Northwest LLC,"3436 Airport Dr Bellingham, WA 98226 USA",3436 Airport Dr,,Bellingham,WA,98226,Net 30,2026-03-15 00:00:00,Seattle,15,973.78,245114,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245305,Madison,"Pacific One Construction, Inc.:PON-2925 E Madison Apt - Seattle","PO Box 2097 Kirkland, WA 98083 USA",PO Box 2097,,Kirkland,WA,98083,Net 30,2026-03-15 00:00:00,Seattle,15,105,245305,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245467,966275,C E D - Port Angeles,"11 Prospect Place Port Angeles, WA 98362 USA",11 Prospect Place,,Port Angeles,WA,98362,Net 30,2026-03-15 00:00:00,Seattle,15,125,245467,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244713-1,3016,Trimble Mechanical:TBM-Lake Wilderness Community Clubhouse,"PO Box 2327 Buckley, WA 98321 USA",PO Box 2327,,Buckley,WA,98321,Net 30,2026-03-15 00:00:00,Seattle,15,1750,244713,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245436,223-0306-0603,"Emerald Aire, Inc.:EME-228 106th","5108 D Street NW Auburn, WA 98001 USA",5108 D Street NW,,Auburn,WA,98001,Net 30,2026-03-15 00:00:00,Seattle,15,1099,245436,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245424,Lacey Lift Station,Capital Heating & Cooling:CAP-Small Projects,"PO Box 3387 Lacey, WA 98509-3387 USA",PO Box 3387,,Lacey,WA,98509-3387,Net 30,2026-03-15 00:00:00,Seattle,15,200,245424,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244407,256033,Acco Engineered Systems (401856):ACC-NE 8th Ground Level 01 Retail Suite,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",888 E. Walnut St (401856),,Pasadena,CA,91101,Net 30,2026-03-15 00:00:00,Seattle,15,3003.58,244407,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244263,1st Ave Clubhouse,Sound Heating And A/C:Sou-1st Avenue Development,"5526 184th Street E Suite A Puyallup, WA 98375",5526 184th Street E,Suite A,Puyallup,WA,98375,Net 30,2026-03-15 00:00:00,Seattle,15,750,244263,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244500-1,25460.0051,"JH Kelly, LLC:JHK-Crossroads Bible Church","PO BOX 2038 Longview, WA 98632 USA",PO BOX 2038,,Longview,WA,98632,Net 30,2026-03-15 00:00:00,Seattle,15,4501.85,244500,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245001,PO038339,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-15 00:00:00,Seattle,15,120,245001,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,245010,2525.1,Columbia Allied Services Inc:COL-Everest Park Restroom Replacement,"27316 NE 10th Ave Ridgefield, WA 98642 USA",27316 NE 10th Ave,,Ridgefield,WA,98642,Net 30,2026-03-15 00:00:00,Seattle,15,105,245010,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-13 00:00:00,244922,2-6417-25106C,North Cascades Heating & A/C:NOR-Wenatchee Fire Station #17,"PO Box 348 Entiat, WA 98822 USA",PO Box 348,,Entiat,WA,98822,Net 30,2026-03-15 00:00:00,Seattle,15,249,244922,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-16 00:00:00,245333,Polaris at Totem Lake,AMS:AMS-Polaris at Totem Lake,"22129 NE 114th Redmond, WA 98053 USA",22129 NE 114th,,Redmond,WA,98053,Net 30,2026-03-18 00:00:00,Seattle,12,113.32,245333,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-16 00:00:00,244714,3016,Trimble Mechanical:TBM-Lake Wilderness Community Clubhouse,"PO Box 2327 Buckley, WA 98321 USA",PO Box 2327,,Buckley,WA,98321,Net 30,2026-03-18 00:00:00,Seattle,12,424.97,244714,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
