Invoice Type,Invoice date,Invoice Number,Payment Terms,Due Date,Invoice Amount,Branch
Type,Issue Date,Invoice Number,Terms,Due Date,Open Balance,Class
Bill,2026-01-07 00:00:00,95667642,Net 30,46059,330.48,Spokane
Bill,2026-01-17 00:00:00,95670094,Net 30,46069,1595.09,Spokane
Bill,2026-01-30 00:00:00,91852079,Net 30,46082,5438.69,Spokane
Bill,2026-02-10 00:00:00,9000111086,1% 30 NET 45,46108,3300,Spokane
Bill,2026-02-15 00:00:00,9000116728,1% 30 NET 45,46113,449.4,Spokane
Bill,2026-02-18 00:00:00,9000119767,1% 30 NET 45,46116,3260.24,Spokane
Bill,2026-01-18 00:00:00,90000087991,1% 30 NET 45,46085,9709.82,Spokane
Bill,2026-02-13 00:00:00,7671,Net 30,46096,4597.5,Spokane
Bill,2026-02-13 00:00:00,7668,Net 30,46096,16068.75,Spokane
Bill,2026-02-09 00:00:00,357785,Net 30,46092,83,Spokane
Bill,2026-02-12 00:00:00,357931,Net 30,46095,164.66,Spokane
Bill,2026-01-28 00:00:00,357293,Net 30,46080,3493.84,Spokane
Bill,2026-02-09 00:00:00,91185965,Net 30,46092,2449.31,Spokane
Bill,2026-02-10 00:00:00,91186245,Net 30,46093,2134.63,Spokane
Bill,2026-02-02 00:00:00,76963287X,Net 30,46085,796.46,Spokane
Bill,2026-02-04 00:00:00,76963591,Net 30,46087,10093.27,Spokane
Bill,2026-02-10 00:00:00,58260,Net 30,46093,1150,Spokane
Bill,2026-02-11 00:00:00,58277,Net 30,46094,1720,Spokane
Bill,2026-02-02 00:00:00,0168522-IN,Net 30,46085,3057.07,Spokane
Bill,2026-02-02 00:00:00,194253706,Net 30,46085,203.2,Seattle
Bill,2026-02-04 00:00:00,194263606,Net 30,46087,171.88,Seattle
Bill,2026-02-05 00:00:00,194253771,Net 30,46088,150.4,Seattle
Bill,2026-02-10 00:00:00,194091171,Net 30,46093,301.35,Seattle
Bill,2026-02-13 00:00:00,194093744,Net 30,46096,277.19,Seattle
Bill,2026-02-23 00:00:00,194064628,Net 30,46106,150.68,Seattle
Bill,2026-02-23 00:00:00,194093757,Net 30,46106,178.48,Seattle
Bill,2026-02-25 00:00:00,194064630,Net 30,46108,248.04,Seattle
Bill,2026-02-17 00:00:00,Pro 088721678,Net 15,46085,186.62,Seattle
Bill,2026-02-17 00:00:00,0168780-IN,Net 30,46100,73.65,Seattle
Bill,2026-02-25 00:00:00,158485,2% 10 Net 30,46108,51.01,Spokane
Bill,2026-02-17 00:00:00,95698152A,Net 30,46100,242.63,Spokane
Bill,2026-01-31 00:00:00,0168523-IN X,Net 30,46083,368.25,Spokane
Bill,2026-02-13 00:00:00,0168736-IN,Net 30,46096,236,Spokane
Bill,2026-02-11 00:00:00,204072134,Net 30,46094,1674.98,Seattle
Bill,2026-02-16 00:00:00,204233049,Net 30,46099,2390.66,Seattle
Bill,2026-02-10 00:00:00,1132996149,Net 30,46093,154.16,Seattle
Bill,2026-02-28 00:00:00,CL1208054,Net 30,46111,608.89,Seattle
Bill,2026-02-16 00:00:00,CL1201911,Net 30,46099,461.94,Seattle
Bill,2026-01-31 00:00:00,CL1196167,Net 30,46083,720.51,Spokane
Bill,2026-02-28 00:00:00,BA205016293:01,Net 30,46111,443.94,Seattle
Bill,2026-01-31 00:00:00,BA205016129:01,Net 30,46083,443.94,Seattle
Bill,2026-02-06 00:00:00,200310,Net 30,46089,3938,Seattle
Bill,2026-02-06 00:00:00,200472,Net 30,46089,565.11,Seattle
Bill,2026-02-06 00:00:00,200495,Net 30,46089,413.46,Seattle
Bill,2026-02-06 00:00:00,200503,Net 30,46089,358.74,Seattle
Bill,2026-02-03 00:00:00,INV552464,Net 30,46086,62.73,Seattle
Bill,2026-02-09 00:00:00,INV552746,Net 30,46092,63.65,Seattle
Credit,2025-05-29 00:00:00,Broan RMA 655,Immediate,,-28773.12,Seattle
